Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Cabo Verde,CPV,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,498.0650336,480.2158008,474.9899808,458.2665596,428.2843041,438.6582261,597.3512052,726.1527905,803.707768,799.611667,899.2987882,915.5546927,996.3399903,1331.125879,1073.443426,1251.809027,1256.49316,1197.175871,1242.987493,1379.073093,1229.044456,1258.557222,1363.592698,1759.256131,1970.891373,2049.615979,2316.47949,3145.653941,3698.313412,3517.385582,3393.927212,3766.111473,3497.689697,3648.936321,3661.168758,3080.178814,
Costa Rica,CRI,GDP per capita (current US$),NY.GDP.PCAP.CD,380.7185595,354.8144477,334.4873032,344.828561,353.003261,373.0321065,394.1724309,412.7291431,442.9874543,474.6833585,532.66512,567.4105532,635.9636206,766.0883286,814.7052445,934.8975477,1121.340644,1391.669809,1554.709152,1734.43308,2022.110577,1069.140706,1033.896363,1535.350722,1727.181397,1756.858105,1955.702554,2033.669135,2059.309157,2274.431575,2391.302218,2257.487569,2618.170363,2854.619346,3045.404955,3279.32744,3230.233257,3408.365101,3614.566404,3688.396397,3808.356898,3981.526055,4062.010966,4167.715117,4425.50641,4697.008923,5245.192241,6120.629021,6911.139256,6809.399264,8199.427257,9186.570433,9985.313797,10547.21016,10544.72003,11260.09216,
Caribbean small states,CSS,GDP per capita (current US$),NY.GDP.PCAP.CD,457.4596345,485.8105949,502.9133714,524.2020318,556.4455528,589.7092543,630.4510369,668.075691,656.4702051,706.1902179,767.9162761,825.0723667,943.7990556,1018.727835,1308.826358,1514.104898,1536.513555,1767.295699,1780.449658,2015.957038,2447.790156,2671.195779,2928.983687,2930.68624,2762.158277,2698.107115,2436.341069,2601.225643,2744.032662,2791.030466,2963.192895,2893.270884,2820.82083,2946.604031,3100.052474,3373.274244,3640.212364,4034.974108,4392.12772,4635.614749,4989.649509,5101.670296,5347.486022,5705.468555,6232.608116,7021.160982,7841.570522,8666.659136,9822.089285,8210.160281,8864.328246,9530.569103,9780.660874,9852.9489,9792.258215,9495.758444,
Cuba,CUB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,653.2329198,779.5590521,901.3718979,1088.45403,1224.423307,1380.250163,1444.802251,1474.482088,1837.50213,2003.05496,2024.660035,2038.628861,2111.053464,2227.983435,2399.84399,2273.283201,2382.60117,2455.24751,2645.610163,2577.237924,2706.975485,2280.248305,2057.220667,2071.510891,2621.135778,2790.070088,2283.564629,2305.927831,2330.81411,2559.92822,2749.463492,2841.176483,3003.288468,3201.250272,3398.620012,3786.875329,4677.709014,5193.484286,5385.740727,5494.925311,5688.666732,6092.613902,6448.155635,6789.849597,,,
Curacao,CUW,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30190.66868,,,,,,,,,,64104.7516,,,,,,,,,,
Cyprus,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,976.3342448,1157.411648,1476.271543,1929.403607,2559.259675,4232.022939,4033.240478,4122.784499,4091.048498,4258.743589,4488.287003,5642.631476,6690.577975,7645.629767,8038.914242,9641.575273,9696.099593,11310.07192,10526.14177,11617.69278,15098.00602,14969.42279,14303.53857,15247.29329,15457.64436,14672.88206,15062.92433,16372.29152,20293.40789,23932.49128,25324.48666,27169.99256,31386.63265,35390.70488,32105.8159,30818.46396,32233.83942,28951.15556,27907.96736,27340.88382,23242.84007,
Czech Republic,CZE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3901.525245,2867.229425,3338.655158,3916.051656,4583.584499,5765.048439,6473.435452,5980.258304,6447.463539,6293.304387,5994.528277,6594.717465,8011.898074,9741.058384,11667.63212,13317.72983,15159.14115,18333.9459,22649.37934,19698.49209,19763.9638,21717.47839,19729.87051,19916.01939,19744.55861,17548.33821,
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,2750.719742,3180.055927,3795.566081,5027.660309,5617.741721,6212.763127,6609.753392,7653.884711,9446.166785,11238.34067,12092.38185,10170.44628,9876.228232,9827.022409,9277.932299,9393.891691,13410.8971,16614.4101,17863.4379,17697.16351,22219.57253,23269.3818,26333.53744,25488.51952,27087.55845,31729.69976,30564.24781,27045.71913,27340.67288,26795.99113,23718.7467,23687.31689,25205.16445,30359.95215,34165.93403,34696.62092,36447.87232,41814.8191,45699.19832,41732.70725,41788.04479,45936.08126,44065.24891,45688.39307,47902.65288,41313.31399,
Djibouti,DJI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,805.2271187,,768.9428569,756.3926161,732.3063064,768.7999906,757.2259706,762.3768343,729.0950138,756.5869605,752.8997583,733.8133989,733.143646,736.5033302,754.3497353,762.8838243,779.7667866,792.9638513,822.0970501,867.68359,910.3645074,974.5642374,1060.81494,1234.013356,1279.251948,1358.4605,1472.014205,1586.780133,1682.948665,1812.425386,1945.124293,
Dominica,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,495.4348854,608.4452965,591.2242742,784.7250807,878.5093202,958.544219,1069.243156,1210.646745,1338.745046,1534.735694,1745.911842,2003.912112,2152.860308,2344.944482,2546.783117,2701.671775,2814.669174,3018.820535,3139.22453,3323.369472,3473.648616,3676.51669,3830.230047,4819.900039,4925.629779,4837.632019,4997.162668,5329.13589,5250.352561,5522.285618,5952.056669,6464.217282,6888.856023,6938.952146,7016.447822,6778.344041,7061.27558,7301.235865,7116.386392,
Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,1364.51716,1503.537013,1681.029913,1775.370385,2013.243077,2243.931595,2443.259791,2644.786647,2712.6124,3068.236741,3421.989912,3792.599722,4601.006193,6065.39676,6719.240665,7954.974162,8753.249763,9760.677372,11810.03304,13740.96719,13833.12352,11984.01376,11707.41026,11768.65525,11478.44293,12167.45435,17146.70436,21289.16349,22441.08739,21799.27814,26861.79959,26960.9771,29526.1666,27553.12203,29992.22147,35351.38071,35650.72434,32835.92877,33368.15485,33440.80162,30743.55917,30751.64946,33228.69291,40458.77064,46487.51491,48816.83586,52041.00297,58501.13832,64181.99467,57895.50122,57647.66876,61304.0612,58125.36482,60361.73877,61330.91263,51989.29347,
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,204.126211,192.0266541,234.0344807,258.5589678,272.913856,228.9535937,245.8903522,250.8540991,253.9043291,281.1892718,329.8606475,359.8270308,417.5057012,479.5439434,582.8502645,698.9021801,748.2681646,847.6003198,861.257829,968.792797,1141.451328,1222.661485,1310.1236,1387.320754,1626.43196,777.4239612,923.8900112,861.391271,778.5123479,949.4036196,984.6914396,1327.450694,1510.022075,1704.850697,1871.667431,2072.68444,2258.258259,2400.187665,2551.900557,2575.563881,2802.419715,2862.154507,3008.464737,2372.629091,2421.096328,3681.060301,3836.470818,4647.318672,5011.053017,4952.688151,5451.068061,5759.038454,5968.826218,6026.989889,6268.632483,6468.473492,
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,244.8237353,213.4850478,171.2091366,225.5298034,236.6091817,248.3801423,234.1907754,252.4203034,280.2706474,300.9842928,334.2595552,339.3840009,439.7310731,551.4344549,813.0499102,931.1055853,1031.303374,1185.510624,1447.617643,1771.965505,2189.775719,2223.696912,2197.110595,2298.884028,2452.664249,2567.495521,2740.65417,2790.474907,2402.825462,2202.558118,2394.420608,1721.582067,1766.065919,1797.541804,1499.984092,1444.907936,1596.006859,1611.961948,1588.421338,1580.957569,1757.011974,1732.958517,1774.292021,2094.893302,2600.00652,3102.037384,3467.54474,3939.559939,4912.251941,3875.822095,4473.486446,5447.403976,5583.61616,5491.614414,5484.066806,4206.031232,
East Asia & Pacific (excluding high income),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,89.50581871,78.63271566,71.13371609,75.13207228,85.04682444,96.85531718,103.1596828,97.40590924,95.77543636,104.6690239,113.5409941,118.8327907,131.4834521,161.6797068,178.4623229,196.7673233,196.2366703,223.1578442,212.665244,242.4955121,275.5798132,289.5713122,298.8409882,308.4147246,329.6129652,355.5109566,348.5924018,338.2890837,368.7066052,391.8725036,413.3637971,441.9349229,488.4276296,529.2074065,628.4355877,765.9959874,869.1773044,889.6161959,806.121994,877.3184798,957.4320833,1009.06751,1106.839961,1242.091767,1428.610338,1639.008978,1957.342558,2458.011584,3089.682827,3329.050225,4009.69497,4867.002085,5390.531269,5908.432993,6306.881871,6488.381689,
Early-demographic dividend,EAR,GDP per capita (current US$),NY.GDP.PCAP.CD,139.8192163,137.4764184,139.2465514,152.4046621,165.3879776,175.699167,168.2507373,178.01627,188.0410402,203.5677671,211.209011,223.3022935,247.9317617,312.0317407,426.6825175,449.7493333,482.0849794,526.7963773,569.3562995,674.8226726,812.1096101,884.6251622,821.4036596,808.8568726,777.6234393,776.9739796,769.2609602,756.9429383,794.4011295,792.7485439,891.8870038,923.3144748,992.5047769,1068.635056,1096.386381,1102.038716,1179.33624,1235.811722,1193.446557,1242.529295,1322.966846,1284.861331,1226.594024,1348.31791,1540.690842,1767.02627,1990.46157,2313.664197,2569.397193,2433.501876,2909.317588,3225.380051,3298.159461,3318.558706,3336.222418,3187.699012,
East Asia & Pacific,EAS,GDP per capita (current US$),NY.GDP.PCAP.CD,147.0335095,146.9958212,148.3848828,161.6455845,181.5574589,197.5513206,215.2526528,227.6208791,244.8380781,274.7012513,313.7721206,339.374309,411.0225822,529.7752126,597.2668127,641.6650564,693.8707481,814.2462448,1011.139895,1082.145216,1152.421422,1253.81918,1208.889734,1261.986683,1333.838708,1393.197624,1787.19722,2055.754666,2434.27015,2507.639254,2585.452361,2870.407159,3092.254971,3428.720454,3779.831995,4217.339404,4008.598848,3807.92796,3358.44526,3712.824622,3971.055395,3661.29711,3693.168911,4031.725717,4487.586475,4743.907848,5002.839084,5571.344819,6389.318616,6539.176585,7588.172086,8734.5895,9292.767749,9337.663312,9551.600862,9397.921401,
Europe & Central Asia (excluding high income),ECA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2255.07388,2402.083587,2322.688342,2124.650846,2085.466691,1807.561618,1927.735038,1950.409189,2030.416226,1885.285139,1581.938002,1762.041853,1757.135024,2008.707901,2533.940483,3344.930959,4229.724396,5188.239178,6694.092686,8267.979035,6453.645734,7651.405431,9346.682103,9682.777471,10126.7964,9467.957187,7033.628566,
Europe & Central Asia,ECS,GDP per capita (current US$),NY.GDP.PCAP.CD,646.2095793,680.0363391,734.828617,800.9336395,876.947834,943.9478111,1015.940772,1083.277193,1120.169659,1219.607644,1361.328938,1523.59478,1810.32419,2280.890841,2557.295864,2965.641963,3060.429152,3444.848313,4176.204539,5075.586929,5710.331502,5048.253736,4835.71316,4664.501871,4456.792579,4584.782126,6219.63578,7638.811833,8446.409596,8572.140477,10457.20087,10760.5944,11507.61996,10540.30554,11000.48188,12648.45143,12895.725,12216.66336,12496.12845,12338.8203,11606.49667,11706.4238,12777.90428,15524.10408,18041.10112,19149.93851,20660.8271,24055.90877,26286.74099,23020.39229,23462.88538,25855.76117,24775.25595,25672.11244,25928.21931,22112.39494,
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,222.2669606,209.3518355,199.1730118,209.6175194,226.719814,454.6654658,449.3984329,458.7800829,450.5709731,527.5000328,471.3865364,440.7576814,495.5875629,588.5972465,970.7355723,1106.518162,1266.390725,1495.252943,1574.561037,1823.72323,2241.788882,2665.31225,2374.598823,1993.034709,1916.704672,1895.770307,1651.493678,1467.301999,1340.142383,1392.2321,1491.402557,1623.989557,1690.154667,1729.373709,2028.198277,2135.634119,2159.150629,2361.59952,2300.407505,1584.463443,1451.290776,1903.741868,2183.967465,2440.469164,2708.558293,3021.942767,3350.784142,3590.711513,4274.940821,4255.555563,4657.301737,5223.377575,5702.168288,6074.181971,6432.295813,6205.064145,
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,165.569397,168.6470774,171.8964564,183.7201259,201.5898028,220.7067235,232.4451885,241.4170989,259.5831097,238.3982294,296.1330823,338.4233974,362.4783077,359.3461392,428.8576172,528.3084445,526.3672894,561.1077421,601.1330923,637.5756834,702.5903667,707.0255076,776.4031586,653.602232,720.4100574,764.7606811,640.8505135,710.3624068,774.9108673,846.9980739,963.5573128,1063.433416,1211.290308,1286.793514,1351.61401,1461.018259,1402.759854,1238.926558,1147.781713,1071.323339,1196.733309,1409.177875,1681.314481,2061.612772,2349.286865,2668.035988,2816.666943,3226.131379,3264.450063,3365.707421,3614.746766,
Euro area,EMU,GDP per capita (current US$),NY.GDP.PCAP.CD,924.6179879,1008.529325,1108.853284,1232.326743,1358.154219,1468.81626,1588.598118,1713.64095,1825.090243,2002.883068,2231.803098,2515.714831,3019.074908,3894.286428,4390.607035,5064.846979,5261.068054,5959.368942,7265.456742,8766.733011,9780.373937,8467.771563,8176.784491,7961.324066,7624.085822,7817.943129,10944.54442,13499.75781,14796.45171,15048.12774,18848.23998,19523.4522,21444.09338,19566.09512,20611.62489,23734.71385,23967.49349,21865.88522,22422.43345,22262.78025,20208.15796,20446.32777,22131.04057,27157.11794,30979.08562,31983.68826,33795.83385,38710.49251,42225.3091,38480.22087,37611.53571,40425.14404,37603.70283,38951.22975,39718.60729,34182.37586,
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.9520615,148.4927896,168.9040979,182.6796051,216.5541708,210.5402575,223.3968966,200.8718442,199.8131951,205.8460357,192.5076432,221.5268127,272.8328326,262.0745298,281.3750173,299.1114518,306.6651439,404.196309,451.4266933,544.4624311,,,,,
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,396.3922533,450.0532892,520.2061314,609.4873841,675.2416391,774.7616093,889.659872,968.3067818,950.5457406,1077.6787,1208.996662,1359.769397,1709.193718,2252.513857,2759.53995,3221.586396,3288.457395,3631.821552,4343.710272,5753.02733,6200.33627,5359.143246,5151.553993,4472.088239,4483.851955,4693.075589,6504.072932,8228.719635,9689.538858,10662.92425,13773.3657,14782.0389,16105.41873,13362.01835,13465.37783,15561.97275,16236.77168,14872.56589,15534.35989,15859.08603,14787.75606,15359.10844,17019.53541,21495.70741,24918.64584,26510.71745,28482.60948,32709.40104,35578.73619,32333.4661,30737.83227,31832.23808,28647.83524,29370.66387,29718.50022,25831.58231,
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3044.379109,3352.73025,3619.946704,4052.292672,4148.060458,4070.031904,4498.958704,5308.346961,7174.240792,8850.46785,10338.31726,12595.41484,16586.40796,18094.5474,14726.31391,14639.4733,17453.75376,17421.88799,19029.77923,19941.4527,17118.5042,
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,202.9434641,207.7008445,223.942252,205.0033993,232.5103291,233.9495665,242.173582,242.9136122,247.1611913,253.3479607,270.4403309,203.3416396,165.1281267,125.1288855,133.8986024,144.692935,141.0535555,124.6775752,119.2999888,124.0509505,120.3531152,111.5311693,119.0586588,135.9763619,161.8769539,194.0779937,243.6288455,325.7949007,380.264841,341.8589562,355.5889915,469.7923039,503.9026066,573.5659603,619.1694065,
European Union,EUU,GDP per capita (current US$),NY.GDP.PCAP.CD,876.6169932,946.2942946,1024.665937,1118.812279,1229.13513,1327.53398,1428.142831,1523.563564,1573.021048,1716.658063,1934.146852,2176.445714,2589.812001,3269.174371,3654.17343,4237.949495,4368.499796,4926.272949,6011.613411,7313.580577,8314.287615,7328.646383,7034.155853,6802.625758,6517.251433,6719.388678,9189.387043,11338.29358,12606.80251,12828.5344,15854.65902,16421.25795,17841.88407,16215.39666,17180.81081,19859.25513,20274.4651,19104.14695,19729.97,19662.34229,18240.8867,18403.14551,20004.6722,24266.81553,27912.14586,29073.5342,30895.59623,35567.60842,38095.20486,33932.17644,33654.05254,36271.81827,34197.10459,35440.32891,36537.81392,32004.92402,
Fragile and conflict affected situations,FCS,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.2127914,569.6198146,538.5237911,598.3077902,663.3861985,784.9710513,896.9233707,1082.885389,1363.095274,1241.061361,1442.585638,1526.357136,1608.75433,1680.741661,1707.877783,1538.078722,
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,1179.353011,1327.427224,1411.702398,1522.319242,1707.503938,1882.086858,2010.213456,2034.18905,1907.077272,2178.03525,2467.476347,2718.207552,3180.005873,4176.272761,5301.542778,6260.191279,6744.696982,7074.35653,7634.482408,9339.177076,11232.27456,10934.56809,10945.27734,10505.83366,10841.56713,11405.93365,14962.25536,18580.65865,22056.70175,23983.84575,28380.54891,25503.21521,22337.48712,17617.03044,20305.58355,26273.4659,25777.6413,24676.49708,25989.4075,26178.79178,24253.25042,24913.24452,26834.02625,32816.16088,37636.11173,38969.17163,41120.67651,48288.5491,53401.31487,47107.15571,46205.16601,50787.56498,47415.55987,49638.07713,49887.89697,42311.03623,
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,285.5446781,287.3319667,291.5403983,296.7729354,310.8716167,317.0722638,316.1762679,333.3105543,334.650807,357.4587473,422.4135104,466.0437579,583.3531542,768.7356808,987.979665,1186.746054,1182.17059,1202.713774,1360.863562,1640.67041,1893.043685,1898.589056,1786.923962,1638.642109,1681.974016,1603.582208,1795.605327,1632.073424,1535.411939,1632.138291,1834.994609,1881.580135,2057.3984,2166.058463,2383.91826,2540.751518,2714.24312,2641.06808,2070.168433,2408.165466,2076.013308,2038.899241,2259.055796,2835.980917,3332.91446,3658.617477,3750.034991,4079.228842,4178.321691,3369.855205,3651.958291,4351.911781,4543.815358,4758.892782,5042.371396,4960.519954,
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1338.299606,1440.55433,1585.917267,1752.964403,1919.266718,2042.240384,2189.670888,2346.362952,2532.314748,2725.217643,2862.469268,3173.840026,3857.37279,4965.854769,5317.61951,6672.511388,6846.352197,7513.344973,9248.441631,11170.46017,12712.6014,11110.55977,10505.73547,10005.15167,9432.292357,9775.339435,13557.14722,16324.39356,17696.51115,17704.95898,21795.23783,21782.4162,23937.05692,22503.26085,23625.529,27037.97213,27015.25896,24359.42506,25101.36874,24799.29601,22465.64184,22527.31775,24275.2426,29691.18158,33874.74255,34879.72633,36544.50853,41600.58397,45413.06571,41631.13141,40705.76623,43807.4759,40838.02444,42571.19799,42696.77883,36205.5681,
Faroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24502.25752,24550.38973,22850.44296,24566.06384,26731.13714,31098.09,35008.16852,35808.82986,40617.30498,46878.11546,49625.47867,46429.92063,47381.52276,50910.43405,48695.17118,54117.84441,,,
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,1320.062471,,,1275.867558,1296.320981,1355.140187,1436.906824,1528.064694,1682.186235,1756.202422,1908.848629,1909.350632,2065.004277,2019.952558,1906.809762,2029.326657,2046.791518,2170.960626,2239.916954,2257.773665,2293.579614,2247.837673,2352.639409,2393.936412,2435.199848,2501.527682,2669.375054,2838.448547,2998.642197,3147.679586,3044.077209,3057.091231,3015.231668,
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,283.3976261,332.5001039,358.5609752,299.2237477,411.7654403,425.2942386,453.1275351,490.3023863,520.3746471,550.2802234,548.7070836,634.3119602,702.1497233,1157.143408,2425.335564,3320.80936,4533.787058,4138.784645,3439.416049,4258.69815,5869.231153,5166.27246,4717.907857,4309.02475,4407.257084,4023.55255,3990.014751,3742.596782,4253.597588,4517.801212,6250.643217,5523.03492,5566.794726,4245.514245,3958.738282,4564.269382,5107.316881,4656.967909,3821.808554,3878.031853,4115.036784,3981.858786,4119.154596,4929.322637,5755.959504,6865.323497,7206.968408,8632.756951,10523.27025,8003.790743,9312.049463,11530.1472,10642.43225,10658.77273,10772.06175,8266.445605,
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,1380.306241,1452.544709,1513.651449,1592.614477,1729.399978,1850.954769,1959.62783,2023.627564,1896.386749,2032.34701,2347.544318,2649.801514,3030.432514,3426.276221,3665.862798,4299.745618,4138.167788,4681.439932,5976.938169,7804.762081,10032.06208,9599.306222,9146.077357,8691.518813,8179.194441,8652.216542,10611.11221,13118.58653,15987.16808,16239.2822,19095.467,19900.72665,20487.17079,18389.01957,19709.2381,22755.56212,23947.95875,26357.52719,27759.33421,28154.37126,27769.93125,27284.22404,29603.46576,34007.88876,39824.76181,41524.06554,44016.72641,49949.15488,46523.26545,38010.10045,38708.67629,41243.12327,41538.30726,42407.37101,46412.11727,43875.96961,
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614.640122,1314.67067,757.2235485,550.0155426,517.0870879,569.0181381,670.4611048,774.6802033,805.2726845,628.8656516,691.9977101,733.9704142,779.3845935,928.0108227,1207.367228,1530.057521,1872.680416,2492.12878,3174.949001,2706.588512,2964.477048,3725.063221,4142.869175,4274.376873,4429.650075,3795.973308,
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,182.9792462,189.7132146,195.1200161,210.9689785,230.4312919,266.3187149,269.4592356,216.8414796,202.761861,233.6512698,257.6520315,273.8227964,232.5398623,263.685964,301.3666732,285.8294666,275.8779229,312.9993439,353.7091805,381.0364486,411.5180309,379.7976753,351.3192057,341.0870733,358.3965861,354.2197113,437.0889481,376.4604229,375.225019,368.998198,402.5888817,438.5203726,414.5616397,375.0653336,333.217825,385.7252602,403.9197548,392.2518164,416.3262485,419.8855509,264.7025762,275.4723721,311.616825,375.8807045,426.1592342,501.7240746,929.7266286,1099.022313,1234.0799,1095.503232,1323.099141,1587.190873,1641.825922,1827.101368,1441.636453,1369.701122,
Gibraltar,GIB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,368.0638254,379.8169354,429.7367943,421.945806,441.925744,473.5100491,486.5106787,458.2536496,448.9177672,469.7619073,476.2003677,454.1618447,422.2820159,400.2715164,340.414229,316.3823077,323.6278426,371.3209593,387.3679616,303.7609661,296.1745763,407.2065722,433.0747552,430.1999535,430.0564739,447.7909893,487.3457142,521.5389059,539.615775,531.3205952,
"Gambia, The",GMB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,108.3152949,112.1562637,96.7327567,103.6455317,116.9211366,121.0983413,124.6718809,153.4886905,189.5059533,221.0499974,209.1491166,250.2509742,302.6212047,353.9478985,398.8952297,349.7919707,333.3089006,317.0485014,252.9447451,308.3285321,242.1689195,274.3653225,316.3157145,322.4433777,345.8546784,727.0369581,729.0545386,748.8302523,720.1160037,737.5087333,774.0526743,713.2061834,725.0082309,682.9657145,637.1055215,542.5042831,442.186688,360.6773244,414.9810528,433.2915831,440.3139384,519.9547093,608.6464388,549.5395067,562.5681661,516.984255,504.9890138,484.1126877,440.3703892,471.5371955,
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,110.6076115,108.351588,118.8196838,118.9258951,129.1224655,139.9977651,141.9094789,142.7360884,149.7085677,142.120157,130.1984392,178.479157,186.9972802,180.8703739,149.8076551,152.2383441,134.8030657,175.9979691,162.8351424,206.3745503,230.9791211,238.0602812,204.8627264,209.6835936,203.9803922,215.0663616,224.0417856,217.7111121,163.8000811,174.2967664,281.4036603,291.9505319,303.0118619,339.8607487,370.9340773,401.147289,395.9779939,455.4358578,553.4750996,517.1669404,517.8891758,660.5867204,580.6429369,584.2820032,615.9396826,572.9884285,
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,,,35.36772681,41.53452289,48.01815873,240.3186516,250.8803136,256.0408112,233.8553927,230.2140113,228.0174922,227.9520375,238.0057119,309.4646966,377.2626888,437.7755347,453.6417187,471.915481,,,229.5636127,157.6902592,176.261327,162.6743032,170.5273456,197.5737336,231.3643932,271.9154293,283.6052653,241.5261542,297.1128769,284.0969004,333.3667863,325.1552814,232.7047551,316.4025059,501.166419,921.8521526,746.8571691,1209.937695,1970.251229,2661.421479,3182.767874,4234.602086,7276.075656,13129.59818,15620.64043,19633.16015,28780.57648,21251.0626,22366.2939,28404.42752,28937.29884,27528.65799,26144.9405,14439.59445,
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,533.6863812,597.287321,630.6139413,701.6204178,784.9543484,888.9219979,981.6523945,1052.120993,1134.356151,1284.212316,1494.387855,1652.326599,1899.675273,2502.814358,2828.748432,3153.235306,3390.545484,3886.374253,4694.633683,5705.949274,5893.66181,5380.267683,5579.234772,5019.878653,4852.565728,4813.71118,5656.505356,6564.884503,7598.028053,7846.678164,9600.18513,10188.36978,11176.45844,10401.98299,11091.28386,12959.32432,13749.11515,13427.83249,13472.13764,13245.18946,12042.95373,12538.17883,14110.31339,18477.57841,21955.10409,22551.73574,24801.15781,28827.32636,31997.28201,29710.9703,26919.36164,25914.68155,22242.68193,21874.8195,21673.78107,18002.23058,
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,591.2406691,758.3714848,884.2038005,939.4500788,970.3437912,1022.973538,1054.491109,1118.447785,1283.304584,1438.011614,1682.712285,1881.783479,2199.488667,2295.976262,2504.487796,2581.401578,2545.820627,2633.499771,2755.990307,2923.249453,3015.483221,3364.344384,3742.366572,5117.539563,5109.958715,5292.232379,5773.299151,5836.120212,6754.381175,6764.722867,7322.526171,7946.638501,7394.946318,7365.666659,7410.76108,7583.546476,7956.141842,8570.663396,9212.020352,
Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,1498.276493,1876.504224,2196.714337,2860.280688,3432.705941,4257.912574,4844.656251,5713.963017,7235.516837,8480.761995,9483.102968,8544.098311,7813.651595,7988.178239,7198.70804,7760.834508,11271.33304,14554.35208,16397.95019,16813.74145,18326.92852,18315.31561,18768.8265,16797.35739,18124.10076,21665.83081,21422.46222,19145.61441,20496.5798,20170.32276,19004.00345,19275.43281,20652.84127,24706.29193,28416.77767,28985.39087,31902.50475,36070.91982,40863.25732,41097.55636,40193.66603,44010.33322,41471.65588,42827.80827,43364.88285,,
